Time,Left_X,Left_Y,Left_Z,Right_X,Right_Y,Right_Z,F_Left_X,F_Left_Y,F_Left_Z,F_Right_X,F_Right_Y,F_Right_Z
15178,0.10287,0.121264,0.404376,0.0298706,-0.0662759,0.664006,0.0931253,0.170502,0.403511,-0.000656242,0.0231284,0.680292
15264,0.106086,0.121968,0.406288,0.0270044,-0.059082,0.659195,0.0928858,0.163294,0.402007,-0.000398491,0.00761144,0.68395
15349,0.10412,0.124284,0.40543,0.0296265,-0.0591267,0.663083,0.0933466,0.1558,0.401164,0.00160419,-0.0070221,0.684737
15434,0.103661,0.123809,0.405052,0.0273111,-0.058161,0.66213,0.094774,0.14821,0.40115,0.00546342,-0.0203905,0.682663
15520,0.101488,0.126987,0.405784,0.0231702,-0.0533316,0.661917,0.0962267,0.141783,0.40135,0.00928154,-0.0316209,0.68048
15605,0.101273,0.128429,0.405308,0.0148228,-0.0502237,0.663428,0.0976529,0.136405,0.401682,0.0128644,-0.0409218,0.678241
15689,0.0957706,0.131621,0.404394,0.0140903,-0.0496442,0.669684,0.0989595,0.132058,0.402146,0.0161187,-0.0483736,0.676101
15774,0.0924126,0.133757,0.40614,8.79072e-05,-0.0433102,0.667614,0.100065,0.128732,0.402715,0.0187859,-0.0539126,0.673917
15858,0.091282,0.135019,0.404559,0.00444663,-0.0348893,0.657812,0.100888,0.126463,0.403389,0.0208276,-0.0573806,0.671648
15942,0.0922773,0.137047,0.403553,0.002081,-0.0368259,0.664399,0.101447,0.125226,0.404084,0.0221572,-0.058898,0.669328
16024,0.0910845,0.137523,0.401303,0.003088,-0.0385116,0.666406,0.101742,0.124967,0.404651,0.0227424,-0.0586037,0.666938
16107,0.0929475,0.13898,0.398802,0.00231331,-0.0384267,0.656726,0.101662,0.125205,0.40488,0.0226969,-0.0571605,0.664308
16191,0.092993,0.138931,0.39622,-0.0014674,-0.039073,0.645221,0.101094,0.126135,0.404856,0.0213815,-0.055148,0.662857
16278,0.109297,0.14091,0.386133,0.0106222,-0.0415629,0.634566,0.10012,0.127715,0.404426,0.0189906,-0.0527491,0.662501
16358,0.125749,0.158019,0.393235,0.0167807,-0.00406896,0.640606,0.0994444,0.129435,0.40389,0.0165965,-0.0501439,0.661951
16453,0.134159,0.157677,0.39213,0.00943324,0.00622815,0.632068,0.0991566,0.131304,0.403234,0.0143344,-0.0472136,0.661076
16538,0.146559,0.155043,0.397791,0.0108646,-0.00372454,0.63703,0.0994953,0.133255,0.402527,0.0122382,-0.0440254,0.659772
16627,0.150379,0.146501,0.400028,0.0101353,-0.0201184,0.637296,0.100565,0.13519,0.401745,0.0106028,-0.04084,0.658126
16728,0.158625,0.127386,0.406105,0.00293179,-0.0389147,0.62858,0.102456,0.136897,0.400974,0.00924149,-0.0380138,0.656243
16827,0.164051,0.114601,0.413415,-0.0184703,-0.0460273,0.630074,0.105202,0.138211,0.400316,0.00797869,-0.0355471,0.653996
16930,0.16274,0.117404,0.419509,-0.0327876,-0.0290912,0.624789,0.108783,0.139161,0.399872,0.00662496,-0.0332638,0.651309
17030,0.175994,0.104614,0.427212,-0.0475481,-0.0161889,0.626179,0.113325,0.139597,0.399786,0.00501953,-0.0309648,0.648341
17132,0.176366,0.113638,0.433019,-0.0688683,0.0391187,0.625281,0.118812,0.139634,0.400161,0.00305103,-0.0280843,0.645352
17221,0.177727,0.141946,0.432379,-0.090978,0.104479,0.614317,0.124928,0.13951,0.401187,0.000233411,-0.0239094,0.642437
17315,0.178927,0.119283,0.433561,-0.102597,0.0904635,0.602354,0.131332,0.138689,0.402742,-0.00371409,-0.0192818,0.639352
17412,0.178664,0.108989,0.447898,-0.11606,0.0818334,0.601596,0.137853,0.137088,0.404987,-0.00886262,-0.0144626,0.636276
17508,0.148227,0.0803149,0.445682,-0.152827,0.0350607,0.571592,0.143882,0.134506,0.407776,-0.0156158,-0.00971485,0.632872
17604,0.136919,0.0603813,0.454164,-0.169634,-0.0144725,0.56259,0.149197,0.130935,0.411168,-0.0242672,-0.00514251,0.629024
17704,0.126169,0.0709136,0.458647,-0.169704,-0.0367459,0.560245,0.153514,0.126875,0.41507,-0.0346298,-0.000508237,0.624785
17802,0.0903633,0.0783371,0.460797,-0.177946,-0.0883214,0.552324,0.156377,0.122678,0.419347,-0.0463816,0.00379511,0.620112
17901,0.0965959,0.0699336,0.455902,-0.117314,-0.156783,0.553622,0.157861,0.118207,0.423806,-0.0586199,0.00672735,0.615144
17999,0.126286,0.0763375,0.448395,-0.043196,-0.170848,0.570263,0.158018,0.113797,0.428193,-0.0703161,0.00789061,0.609921
18098,0.143517,0.0995245,0.435705,0.00769485,-0.149619,0.59036,0.157013,0.109498,0.432238,-0.0805727,0.00638459,0.604549
18201,0.119838,0.119397,0.427547,-0.00436395,-0.12574,0.597717,0.154745,0.104964,0.435773,-0.0889471,0.00111595,0.599214
18301,0.0849737,0.118986,0.420256,-0.0352138,-0.1238,0.59618,0.151005,0.100815,0.438772,-0.0954539,-0.00724064,0.594199
18404,0.0537148,0.0910215,0.407684,-0.0770281,-0.156494,0.569097,0.145571,0.096972,0.44081,-0.100315,-0.0187366,0.589164
18510,0.0336766,0.0759019,0.394933,-0.102087,-0.168949,0.550302,0.138974,0.0938326,0.441862,-0.103033,-0.0326604,0.58457
18612,0.0241969,0.0663319,0.38309,-0.126333,-0.174841,0.539746,0.131385,0.0916138,0.441663,-0.103519,-0.0482445,0.580495
18711,0.022453,0.0706207,0.384492,-0.144064,-0.157623,0.554031,0.123083,0.0899569,0.440196,-0.102023,-0.0650589,0.577041
18810,0.0179448,0.102187,0.383557,-0.154876,-0.0894088,0.576254,0.114794,0.0889011,0.437483,-0.0987012,-0.0814613,0.574604
18895,0.02598,0.146079,0.380829,-0.138008,-0.00873148,0.611151,0.106461,0.0890815,0.433655,-0.0947412,-0.0951063,0.573454
18963,0.0189668,0.143961,0.359977,-0.142627,0.0244618,0.605889,0.0975509,0.0902208,0.428731,-0.091819,-0.105252,0.57322
19023,0.0199773,0.167149,0.362301,-0.140322,0.0702734,0.616169,0.0877342,0.0921776,0.423046,-0.0911426,-0.111311,0.573593
19076,0.00745374,0.181849,0.398375,-0.120495,0.10929,0.620473,0.0773725,0.0949843,0.417118,-0.0924937,-0.112717,0.574359
19127,0.0182911,0.187735,0.411115,-0.114065,0.118361,0.632985,0.0672835,0.0984815,0.411232,-0.0953071,-0.109559,0.575555
19176,0.0364552,0.190942,0.426273,-0.0917928,0.128834,0.640302,0.0582715,0.103158,0.405934,-0.0986584,-0.101165,0.577788
19226,0.0252966,0.194428,0.43545,-0.100277,0.12936,0.645501,0.0503211,0.109063,0.401548,-0.102499,-0.0877476,0.581186
19272,0.00875904,0.195491,0.445356,-0.116132,0.136442,0.633166,0.0433436,0.116201,0.398496,-0.106671,-0.0696136,0.585747
19314,-0.0176866,0.199871,0.466713,-0.131466,0.152208,0.627121,0.0370018,0.124634,0.397007,-0.110973,-0.0471725,0.591101
19352,-0.0367829,0.209426,0.478495,-0.145767,0.167345,0.6264,0.0308369,0.133901,0.39724,-0.115415,-0.022153,0.596716
19389,-0.0463389,0.213486,0.483982,-0.149888,0.170744,0.619354,0.024655,0.14308,0.399256,-0.119768,0.0031808,0.601839
19419,-0.0651507,0.19945,0.611563,-0.1937,0.211339,0.514949,0.0195463,0.151583,0.402155,-0.123127,0.0265614,0.606605
19620,0.0367623,0.204019,0.789244,-0.04559,0.278084,0.58609,0.015673,0.15941,0.405789,-0.125006,0.0477432,0.611114
44814,0.181534,0.228048,0.520004,-0.105821,0.217539,0.770998,0.0129236,0.166613,0.409715,-0.125724,0.0665746,0.615394
46163,0.113441,-0.00433405,0.2286,-0.136497,0.000853834,0.270713,0.0108409,0.173128,0.413731,-0.125654,0.0829844,0.619307
46282,0.133354,0.00478244,0.26299,-0.180132,0.0416589,0.325378,0.0089309,0.178644,0.417562,-0.125435,0.0965409,0.622508
46364,0.145278,0.0571516,0.328159,-0.158803,0.0969355,0.419728,0.00710466,0.182974,0.420988,-0.125235,0.107114,0.624756
46448,0.162605,0.0647997,0.351811,-0.143731,0.105617,0.458297,0.0054328,0.186013,0.423791,-0.125137,0.114575,0.626071
46529,0.180014,0.0474528,0.380263,-0.121786,0.0952056,0.498404,0.00416233,0.18776,0.425772,-0.125164,0.118937,0.626654
46608,0.17768,0.0480636,0.400048,-0.129076,0.103228,0.516801,0.00343914,0.188434,0.426804,-0.125283,0.120732,0.626736
46689,0.173969,0.0673037,0.422868,-0.131051,0.120751,0.533929,0.0154901,0.178758,0.427079,-0.126217,0.121371,0.613015
46771,0.177119,0.0803854,0.427678,-0.128934,0.132391,0.544593,0.0299638,0.167891,0.425515,-0.126503,0.12122,0.599591
46849,0.170835,0.0783919,0.432737,-0.134064,0.133006,0.544636,0.0457781,0.155768,0.420386,-0.127673,0.119619,0.585752
46923,0.166242,0.0874572,0.438508,-0.139733,0.144233,0.547498,0.0614396,0.142239,0.414443,-0.129183,0.117285,0.569678
46996,0.159115,0.0815586,0.436676,-0.1478,0.142135,0.54411,0.0775578,0.12957,0.41058,-0.130806,0.116363,0.556339
47072,0.164347,0.084444,0.437806,-0.145935,0.144681,0.546755,0.093986,0.117696,0.408465,-0.132087,0.116472,0.545212
47146,0.164144,0.0831755,0.438285,-0.145409,0.143147,0.546407,0.110603,0.106083,0.407451,-0.133233,0.117042,0.535353
47229,0.189641,0.0754319,0.451192,-0.110598,0.128133,0.574339,0.12749,0.0945764,0.407431,-0.134049,0.117838,0.526654
47313,0.209539,0.0648994,0.453522,-0.0878556,0.11474,0.584898,0.144672,0.0832441,0.408144,-0.134525,0.118829,0.51882
47407,0.22043,0.0690353,0.453634,-0.0745979,0.121249,0.594961,0.162282,0.0721216,0.409393,-0.134457,0.120001,0.511768
47503,0.217804,0.0645457,0.454301,-0.0796152,0.115818,0.59358,0.16828,0.0706474,0.410681,-0.13294,0.120484,0.519033
47600,0.212795,0.0657482,0.454682,-0.0844978,0.1192,0.590457,0.172211,0.0702176,0.414078,-0.131627,0.121625,0.52646
47699,0.206009,0.0683598,0.453336,-0.0933014,0.119996,0.587328,0.175153,0.0709437,0.421246,-0.129022,0.124086,0.534729
47795,0.196008,0.0661437,0.453417,-0.104831,0.115076,0.584113,0.178546,0.0728626,0.429377,-0.125728,0.126989,0.545598
47892,0.181555,0.0741692,0.459921,-0.128713,0.111332,0.579296,0.181707,0.0738486,0.435661,-0.12213,0.128172,0.554086
47988,0.153853,0.0820021,0.46345,-0.161149,0.100818,0.563236,0.184453,0.0740137,0.440453,-0.119027,0.127885,0.560525
48093,0.133181,0.0870772,0.463544,-0.183837,0.0922289,0.547882,0.1867,0.0739575,0.444396,-0.116442,0.126627,0.565711
48184,0.127667,0.0994619,0.456982,-0.193401,0.0986825,0.540325,0.188057,0.0740352,0.447403,-0.115016,0.124849,0.569397
48265,0.119173,0.112167,0.444568,-0.195441,0.102531,0.525875,0.188216,0.0744112,0.449589,-0.115005,0.122754,0.571628
48342,0.116554,0.125402,0.43383,-0.197864,0.104584,0.524052,0.186908,0.0751412,0.45104,-0.116772,0.120312,0.572368
48422,0.128382,0.128294,0.441449,-0.179474,0.0983288,0.535408,0.184268,0.0765362,0.452048,-0.120051,0.117744,0.57193
48500,0.129644,0.129221,0.438839,-0.175661,0.0939336,0.5394,0.180439,0.0787123,0.452628,-0.124687,0.115056,0.570523
48579,0.129294,0.12725,0.438357,-0.176966,0.091096,0.538769,0.175491,0.0815776,0.452852,-0.130567,0.112209,0.568203
48654,0.123939,0.131058,0.435906,-0.181021,0.0955439,0.538218,0.169525,0.0853052,0.452752,-0.137558,0.109458,0.565058
48730,0.124627,0.129941
